,Unnamed: 0,ID,Name,Dia_chi,Dan_toc,So_thich_ca_nhan,Tuoi,Gioi_tinh,Ngoai_ngu,Y_thuc_trach_nhiem,Hot_work,Bang_cap,Xep_loai_bang,Truong_dao_tao,Mang_cong_viec,Nam_kinh_nghiem,So_truong,Vi_tri,He_so_trach_nhiem,Thanh_tich,Nguong_luong,Nang_luc_work,Thoi_gian_gan_bo,Luong_cu,Luong,Unnamed: 0,ID,di_muon,di_ve_som,vang_co_phep,vang_khong_phep,OT,muc_tieu_dat_duoc,du_an,chat_luong_du_an,thoi_han_hop_dong,ngay_danh_gia_cuoi,so_nam_o_cong_ty,so_nam_trong_vi_tri_hien_tai,ngay_tang_luong_cuoi,tinh_trang_lam_viec,tinh_trang_hon_nhan,so_con,chieu_cao,can_nang,tinh_trang_suc_khoe,Hut_thuoc,Uong_ruou_bia,Phuong_tien_di_chuyen
8118,8118,FSI_8118,Long,Ha Noi,Kinh,Cau ca,21,Nu,Khong chung chi,B,D,Dai hoc,Xuat sac,USTH,Ke toan,1,None,Nhan vien,1.0,None,15,B,2,6.0,6.3,8118,FSI_8119,1,4,2,1,4,80,1,4,1,14/12/2019 ,1,1,18/03/2020 ,full time,chua co gia dinh,0,180,60,dang bi benh,co,co,xe may
8119,8119,FSI_8119,Ngoc,Tinh le,Kinh,Cau long,25,Nam,Tieng anh toiec,B,D,Cao dang,Gioi,VNU,Tu van ban hang,2,None,Nhan vien,1.0,None,15,A,4,10.0,10.5,8119,FSI_8120,1,5,1,4,4,90,0,3,1,20/01/2020 ,0,0,19/02/2020 ,part time,co gia dinh,1,180,60,khong bi benh,khong,co,xe may
8120,8120,FSI_8120,Ron,Tinh le,Kinh,Gym,35,Nam,Khong chung chi,D,D,Cao dang,kha,TLU,PM,12,None,Nhan vien,1.0,None,30,B,7,13.0,13.65,8120,FSI_8121,0,1,0,2,0,90,0,5,3,29/02/2020 ,5,3,27/06/2020 ,part time,co gia dinh,1,150,60,khong bi benh,co,khong,oto
8121,8121,FSI_8121,Nam,Tinh le,Kinh,Da bong,24,Nu,Khong chung chi,A,D,Dai hoc,Trung binh,HAUI,Tu van ban hang,5,None,Nhan vien,1.0,None,15,D,3,5.0,5.25,8121,FSI_8122,0,1,4,3,1,80,3,0,1,02/08/2020 ,2,5,18/06/2020 ,part time,chua co gia dinh,1,165,50,khong bi benh,khong,co,xe may
8122,8122,FSI_8122,Lan,Tinh le,Kinh,Yoga,22,Nu,Khong chung chi,A,A,Dai hoc,Xuat sac,TLU,Lap trinh vien,2,Java,Nhan vien,1.0,None,25,D,2,19.0,19.95,8122,FSI_8123,0,3,0,4,2,80,5,2,1,22/12/2019 ,1,3,09/10/2019 ,part time,chua co gia dinh,2,150,40,khong bi benh,khong,co,oto
8123,8123,FSI_8123,Lan,Tinh le,Khome,Cau long,28,Nam,Tieng Nga,D,B,Thac si,Xuat sac,TLU,Lap trinh vien,1,Python,Nhan vien,1.0,olympic tin,25,A,4,18.0,18.9,8123,FSI_8124,2,4,1,0,5,70,2,0,2,05/03/2020 ,4,1,13/11/2019 ,part time,co gia dinh,1,160,50,khong bi benh,khong,co,xe may
8124,8124,FSI_8124,Ngoc,Tinh le,Kinh,Nghe nhac,31,Nam,Tieng anh toiec,B,A,Dai hoc,kha,VNU,Lap trinh vien,2,ios,Nhan vien,1.0,None,25,C,7,10.0,10.5,8124,FSI_8125,3,0,5,5,2,70,0,2,1,06/06/2020 ,2,0,30/10/2019 ,part time,co gia dinh,3,160,50,khong bi benh,khong,khong,xe may
8125,8125,FSI_8125,Hermione,Tinh le,Kinh,xem phim,19,Nu,Khong chung chi,D,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,0,C++,Nhan vien,1.0,None,25,D,0,24.0,25.2,8125,FSI_8126,0,0,0,2,5,70,0,4,1,18/07/2020 ,5,2,21/02/2020 ,part time,chua co gia dinh,2,165,60,khong bi benh,khong,khong,bus
8126,8126,FSI_8126,Nam,Tinh le,Kinh,Cau ca,29,Nam,Tieng anh toiec,A,B,Dai hoc,Trung binh,USTH,Lap trinh vien,1,.NET,Nhan vien,1.0,Khoa hoc sang tao,25,A,3,8.0,8.4,8126,FSI_8127,1,1,5,1,3,100,0,4,1,10/09/2019 ,0,4,20/03/2020 ,nghi phep,co gia dinh,0,160,40,dang bi benh,khong,co,bus
8127,8127,FSI_8127,Hermione,Tinh le,Kinh,Cau ca,27,Nu,Khong chung chi,C,A,Cao dang,kha,HAUI,Lap trinh vien,8,C++,Nhan vien,1.0,None,25,B,6,7.0,7.35,8127,FSI_8128,5,0,5,1,3,100,0,1,2,19/04/2020 ,0,2,10/01/2020 ,full time,co gia dinh,2,150,70,dang bi benh,co,khong,xe may
8128,8128,FSI_8128,Long,Tinh le,Kinh,Da bong,26,Nam,Tieng anh toiec,B,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,4,Python,Nhan vien,1.0,None,25,D,6,6.0,6.3,8128,FSI_8129,1,3,4,3,3,80,4,3,1,04/06/2020 ,2,2,13/03/2020 ,part time,chua co gia dinh,3,175,50,khong bi benh,co,co,xe may
8129,8129,FSI_8129,Lan,Tinh le,Kinh,Da bong,26,Nu,Tieng Nga,D,B,Cao dang,Gioi,HNUE,Ky su R&D,4,Data Science,Nhan vien,1.0,None,25,D,2,15.0,15.75,8129,FSI_8130,2,1,2,0,4,90,2,5,2,14/09/2019 ,5,4,26/07/2020 ,nghi phep,co gia dinh,3,180,70,dang bi benh,khong,co,bus
8130,8130,FSI_8130,Long,Tinh le,Kinh,Da bong,29,Nu,Khong chung chi,B,B,Cao dang,Xuat sac,EPU,Lap trinh vien,4,Ruby,Nhan vien,1.0,None,25,D,9,12.0,12.6,8130,FSI_8131,0,0,4,4,2,80,1,2,3,08/05/2020 ,0,0,18/09/2019 ,full time,co gia dinh,2,180,50,khong bi benh,khong,co,bus
8131,8131,FSI_8131,Nam,Tinh le,Kinh,Nghe nhac,26,Nam,Tieng anh toiec,B,A,Dai hoc,Xuat sac,HAUI,Lap trinh vien,6,C++,Nhan vien,1.0,None,25,D,7,20.0,21.0,8131,FSI_8132,0,2,0,0,1,100,0,4,1,26/10/2019 ,2,2,01/04/2020 ,full time,chua co gia dinh,2,180,70,khong bi benh,khong,co,xe may
8132,8132,FSI_8132,Luna,Tinh le,Muong,Nghe nhac,23,Nu,Khong chung chi,D,B,Dai hoc,Trung binh,HUST,Lap trinh vien,1,Ruby,Teamlead,1.5,None,25,D,2,22.5,23.625,8132,FSI_8133,4,4,0,3,2,80,1,0,1,29/01/2020 ,2,0,25/05/2020 ,full time,co gia dinh,0,165,60,dang bi benh,co,khong,xe may
8133,8133,FSI_8133,Ngoc,Tinh le,Muong,Yoga,25,Nam,Tieng Nga,C,D,Khong bang cap,Khong xep loai,Khong di hoc,Tu van ban hang,2,None,Nhan vien,1.0,None,15,C,1,7.0,7.35,8133,FSI_8134,4,1,0,2,1,90,2,0,3,09/06/2020 ,0,0,04/08/2020 ,full time,co gia dinh,1,175,40,dang bi benh,co,co,oto
8134,8134,FSI_8134,Harry,Tinh le,Kinh,Gym,33,Nam,Khong chung chi,D,B,Dai hoc,Gioi,USTH,Lap trinh vien,2,.NET,Teamlead,1.5,None,25,B,13,36.0,37.8,8134,FSI_8135,1,2,2,0,1,80,0,0,1,02/10/2019 ,2,3,01/05/2020 ,full time,chua co gia dinh,2,150,60,dang bi benh,co,co,bus
8135,8135,FSI_8135,Hermione,Tinh le,Kinh,Nghe nhac,32,Nu,Tieng anh toiec,B,B,Dai hoc,Xuat sac,HUST,Lap trinh vien,8,Ruby,Nhan vien,1.0,None,25,C,12,18.0,18.9,8135,FSI_8136,0,0,1,0,0,80,3,1,1,23/04/2020 ,0,1,06/01/2020 ,full time,co gia dinh,2,175,60,dang bi benh,khong,co,oto
8136,8136,FSI_8136,Hermione,Ha Noi,Kinh,Yoga,27,Nam,Khong chung chi,D,D,Dai hoc,Xuat sac,USTH,Tu van ban hang,3,None,Teamlead,1.5,None,15,A,2,6.0,6.3,8136,FSI_8137,2,2,1,3,3,100,0,0,1,28/01/2020 ,1,3,18/02/2020 ,full time,co gia dinh,2,160,70,khong bi benh,co,co,xe may
8137,8137,FSI_8137,Lan,Tinh le,Hoa,Cau ca,33,Nam,Tieng anh toiec,D,D,Dai hoc,Trung binh,UTC,BA,0,None,Nhan vien,1.0,None,25,D,8,23.0,24.15,8137,FSI_8138,0,0,0,2,2,100,2,3,1,29/08/2020 ,0,1,29/10/2019 ,nghi phep,chua co gia dinh,1,175,50,khong bi benh,co,khong,xe may
8138,8138,FSI_8138,Luna,Tinh le,Kinh,Gym,38,Nu,Tieng Trung,B,D,Cao dang,Xuat sac,HNUE,Tu van ban hang,3,None,Nhan vien,1.0,None,15,C,1,10.0,10.5,8138,FSI_8139,3,3,2,4,3,100,2,2,1,02/05/2020 ,3,0,14/08/2020 ,full time,chua co gia dinh,1,180,50,khong bi benh,co,khong,oto
8139,8139,FSI_8139,Harry,Tinh le,Nung,Nghe nhac,30,Nam,Tieng anh toiec,B,D,Cao dang,Trung binh,TLU,BA,0,None,Nhan vien,1.0,None,25,A,8,6.0,6.3,8139,FSI_8140,1,3,0,0,4,90,0,2,1,13/10/2019 ,2,5,09/11/2019 ,part time,co gia dinh,3,150,40,khong bi benh,co,khong,bus
8140,8140,FSI_8140,Ngoc,Tinh le,Kinh,Cau long,35,Nam,Tieng anh toiec,B,D,Thac si,kha,HAUI,BA,11,None,Nhan vien,1.0,None,25,A,5,16.0,16.8,8140,FSI_8141,4,0,3,1,3,100,1,0,1,07/10/2019 ,1,0,23/01/2020 ,nghi phep,co gia dinh,1,150,60,khong bi benh,co,co,xe may
8141,8141,FSI_8141,Ngoc,Tinh le,Kinh,Nghe nhac,23,Nu,Tieng anh toiec,B,A,Dai hoc,Gioi,EPU,Lap trinh vien,3,ios,Nhan vien,1.0,None,25,A,0,9.0,9.45,8141,FSI_8142,5,1,0,4,1,70,1,1,1,19/11/2019 ,5,0,09/11/2019 ,nghi phep,chua co gia dinh,2,175,70,dang bi benh,khong,co,xe may
8142,8142,FSI_8142,Harry,Tinh le,Kinh,Cau ca,24,Nam,Khong chung chi,D,D,Dai hoc,Trung binh,USTH,BA,0,None,Teamlead,1.5,None,25,B,4,34.5,36.225,8142,FSI_8143,5,0,4,5,3,90,0,0,1,10/09/2019 ,0,3,15/08/2020 ,full time,chua co gia dinh,0,175,70,dang bi benh,khong,khong,xe may
8143,8143,FSI_8143,Ngoc,Ha Noi,Kinh,Yoga,22,Nu,Khong chung chi,C,D,Khong bang cap,Khong xep loai,Khong di hoc,Tu van ban hang,3,None,Teamlead,1.5,None,15,A,3,21.0,22.05,8143,FSI_8144,2,1,4,1,2,80,0,2,1,31/05/2020 ,0,0,05/10/2019 ,nghi phep,chua co gia dinh,1,175,50,dang bi benh,co,khong,xe may
8144,8144,FSI_8144,Ron,Tinh le,Kinh,Cau long,29,Nam,Khong chung chi,A,C,Cao dang,kha,VNU,Lap trinh vien,8,PHP,Nhan vien,1.0,None,25,A,0,18.0,18.9,8144,FSI_8145,0,0,2,1,1,100,2,3,1,30/11/2019 ,4,2,21/02/2020 ,part time,chua co gia dinh,0,175,60,khong bi benh,co,khong,oto
8145,8145,FSI_8145,Nam,Tinh le,Tay,xem phim,19,Nam,Tieng Phap,C,A,Dai hoc,Gioi,HUST,Lap trinh vien,0,ios,Nhan vien,1.0,Khoa hoc sang tao,25,A,1,16.0,16.8,8145,FSI_8146,3,3,0,3,0,70,3,1,1,17/10/2019 ,0,2,17/05/2020 ,part time,co gia dinh,1,180,40,khong bi benh,co,co,oto
8146,8146,FSI_8146,Harry,Tinh le,Ede,Cau long,38,Nam,Tieng anh toiec,D,C,Dai hoc,Gioi,TLU,Lap trinh vien,17,PHP,Technical leader,1.0,None,25,A,0,14.0,14.7,8146,FSI_8147,4,2,0,5,0,90,2,0,1,05/10/2019 ,4,5,04/11/2019 ,nghi phep,co gia dinh,0,150,70,dang bi benh,co,co,bus
8147,8147,FSI_8147,Lan,Ha Noi,Kinh,Cau ca,25,Nu,Khong chung chi,D,B,Dai hoc,kha,HNUE,Lap trinh vien,4,Android,Nhan vien,1.0,None,25,B,6,14.0,14.7,8147,FSI_8148,2,0,0,0,5,70,1,0,1,24/08/2020 ,1,0,19/09/2019 ,part time,chua co gia dinh,2,160,40,dang bi benh,khong,khong,xe may
8148,8148,FSI_8148,Nam,Ha Noi,Thai,Yoga,32,Nam,Tieng anh toiec,B,B,Dai hoc,Xuat sac,HUST,Lap trinh vien,6,.NET,Teamlead,1.5,None,25,A,2,34.5,36.225,8148,FSI_8149,0,3,0,5,4,100,0,4,1,25/01/2020 ,3,2,19/05/2020 ,part time,chua co gia dinh,0,165,50,dang bi benh,khong,co,bus
8149,8149,FSI_8149,Harry,Tinh le,Thai,Yoga,30,Nu,Khong chung chi,A,A,Cao dang,Trung binh,HNUE,Lap trinh vien,3,C++,Nhan vien,1.0,Khoa hoc sang tao,25,D,8,20.0,21.0,8149,FSI_8150,1,0,1,1,0,70,3,2,1,05/09/2020 ,0,4,14/04/2020 ,part time,chua co gia dinh,1,160,50,khong bi benh,khong,co,xe may
8150,8150,FSI_8150,Nam,Tinh le,Mong,Da bong,37,Nu,Khong chung chi,C,A,Cao dang,Trung binh,USTH,Lap trinh vien,11,Java,Nhan vien,1.0,None,25,B,7,16.0,16.8,8150,FSI_8151,2,0,3,4,0,70,4,2,1,31/05/2020 ,0,3,12/05/2020 ,full time,co gia dinh,2,165,50,dang bi benh,khong,co,bus
8151,8151,FSI_8151,Harry,Tinh le,Kinh,Nghe nhac,22,Nu,Tieng anh toiec,B,D,Cao dang,kha,VNU,Tester,3,None,Nhan vien,1.0,None,15,B,0,9.0,9.45,8151,FSI_8152,3,1,0,0,2,100,2,0,3,29/08/2020 ,3,0,17/12/2019 ,nghi phep,chua co gia dinh,2,175,60,khong bi benh,co,khong,bus
8152,8152,FSI_8152,Ron,Tinh le,Kinh,Gym,24,Nu,Tieng Nhat,B,D,Dai hoc,Gioi,EPU,BA,0,None,Nhan vien,1.0,None,25,B,2,20.0,21.0,8152,FSI_8153,2,3,5,3,1,90,3,1,3,24/02/2020 ,2,3,29/06/2020 ,full time,co gia dinh,3,175,70,dang bi benh,khong,co,xe may
8153,8153,FSI_8153,Lan,Tinh le,Kinh,Cau long,32,Nu,Tieng anh ielts,D,C,Dai hoc,Gioi,VNU,Lap trinh vien,7,PHP,Nhan vien,1.0,None,25,A,5,12.0,12.6,8153,FSI_8154,3,3,2,1,0,100,1,1,3,30/03/2020 ,4,4,10/10/2019 ,nghi phep,co gia dinh,0,180,50,khong bi benh,co,co,xe may
8154,8154,FSI_8154,Harry,Tinh le,Kinh,Nghe nhac,31,Nam,Khong chung chi,C,A,Dai hoc,Trung binh,HUST,Lap trinh vien,3,ios,Nhan vien,1.0,None,25,A,10,10.0,10.5,8154,FSI_8155,1,4,1,2,4,90,3,3,1,06/06/2020 ,4,0,26/07/2020 ,nghi phep,co gia dinh,2,165,40,dang bi benh,co,co,bus
8155,8155,FSI_8155,Nam,Tinh le,Kinh,Cau long,35,Nu,Khong chung chi,C,D,Dai hoc,Trung binh,HAUI,Tu van ban hang,15,None,Nhan vien,1.0,Oympic toan,15,A,3,14.0,14.7,8155,FSI_8156,0,0,4,2,5,100,2,3,1,09/01/2020 ,2,1,16/02/2020 ,nghi phep,co gia dinh,0,165,70,dang bi benh,khong,co,xe may
8156,8156,FSI_8156,Long,Tinh le,Kinh,Cau ca,38,Nu,Tieng anh toiec,A,C,Cao dang,Gioi,VNU,Lap trinh vien,2,PHP,Nhan vien,1.0,None,25,B,13,13.0,13.65,8156,FSI_8157,0,2,3,1,3,90,5,0,1,17/05/2020 ,2,0,11/08/2020 ,part time,co gia dinh,1,170,40,khong bi benh,co,khong,xe may
8157,8157,FSI_8157,Ngoc,Tinh le,Kinh,xem phim,21,Nam,Khong chung chi,B,B,Dai hoc,kha,HAUI,Lap trinh vien,0,Ruby,Nhan vien,1.0,None,25,B,2,23.0,24.15,8157,FSI_8158,5,3,1,0,4,80,2,3,2,26/08/2020 ,0,0,01/07/2020 ,nghi phep,co gia dinh,1,150,50,khong bi benh,khong,khong,xe may
8158,8158,FSI_8158,Nam,Ha Noi,Kinh,Da bong,24,Nam,Khong chung chi,A,D,Cao dang,Gioi,UTC,Tu van ban hang,2,None,Nhan vien,1.0,None,15,C,3,12.0,12.6,8158,FSI_8159,2,2,2,4,2,90,2,3,2,22/01/2020 ,0,0,05/10/2019 ,nghi phep,co gia dinh,1,160,50,khong bi benh,co,khong,oto
8159,8159,FSI_8159,Nam,Tinh le,Mong,Cau long,29,Nam,Khong chung chi,A,C,Dai hoc,Gioi,HNUE,Lap trinh vien,7,PHP,Nhan vien,1.0,olympic tin,25,C,2,13.0,13.65,8159,FSI_8160,1,0,0,1,2,80,0,1,1,11/10/2019 ,0,0,21/12/2019 ,full time,chua co gia dinh,1,170,60,khong bi benh,co,co,xe may
8160,8160,FSI_8160,Long,Ha Noi,Kinh,Yoga,18,Nu,Tieng anh toiec,C,D,Khong bang cap,Khong xep loai,Khong di hoc,Tu van ban hang,0,None,Nhan vien,1.0,None,15,A,1,14.0,14.7,8160,FSI_8161,3,0,3,4,1,100,1,0,3,15/12/2019 ,3,5,17/02/2020 ,nghi phep,chua co gia dinh,1,150,70,khong bi benh,khong,co,xe may
8161,8161,FSI_8161,Luna,Ha Noi,Kinh,Da bong,36,Nam,Khong chung chi,C,B,Cao dang,Xuat sac,UTC,Lap trinh vien,16,.NET,Nhan vien,1.0,None,25,A,6,19.0,19.95,8161,FSI_8162,5,0,1,0,3,90,2,1,3,21/04/2020 ,2,5,15/10/2019 ,nghi phep,co gia dinh,2,160,40,khong bi benh,khong,khong,xe may
8162,8162,FSI_8162,Nam,Tinh le,Kinh,xem phim,47,Nam,Khong chung chi,C,A,Cao dang,Xuat sac,HNUE,Lap trinh vien,28,Java,Truong phong,4.0,None,25,A,9,72.0,75.6,8162,FSI_8163,1,2,1,2,2,80,3,3,2,10/05/2020 ,2,4,19/03/2020 ,nghi phep,chua co gia dinh,0,160,40,dang bi benh,khong,khong,xe may
8163,8163,FSI_8163,Lan,Tinh le,Kinh,Nghe nhac,24,Nam,Tieng anh toiec,A,B,Cao dang,Gioi,UTC,Lap trinh vien,2,.NET,Nhan vien,1.0,None,25,A,0,7.0,7.35,8163,FSI_8164,0,4,1,4,0,80,2,1,2,25/05/2020 ,0,0,31/08/2020 ,part time,co gia dinh,1,175,70,khong bi benh,khong,co,xe may
8164,8164,FSI_8164,Ngoc,Tinh le,Kinh,Yoga,36,Nu,Tieng Phap,C,C,Dai hoc,Trung binh,HAUI,Lap trinh vien,14,PHP,Truong phong,4.0,None,25,A,6,56.0,58.8,8164,FSI_8165,5,2,4,0,1,90,5,2,1,30/11/2019 ,5,0,28/10/2019 ,nghi phep,chua co gia dinh,1,175,40,dang bi benh,co,khong,bus
8165,8165,FSI_8165,Luna,Tinh le,Kinh,Cau ca,29,Nam,Tieng anh toiec,B,D,Cao dang,kha,HUST,BA,1,None,Nhan vien,1.0,None,25,C,7,10.0,10.5,8165,FSI_8166,2,3,1,1,4,70,3,5,1,08/06/2020 ,4,4,18/11/2019 ,nghi phep,co gia dinh,2,180,60,dang bi benh,co,co,oto
8166,8166,FSI_8166,Lan,Tinh le,Kinh,Cau long,28,Nu,Khong chung chi,D,D,Cao dang,kha,EPU,Tester,8,None,Nhan vien,1.0,None,15,B,6,11.0,11.55,8166,FSI_8167,0,0,1,3,5,90,2,1,1,25/03/2020 ,0,5,07/09/2020 ,full time,co gia dinh,2,160,50,dang bi benh,co,khong,oto
8167,8167,FSI_8167,Ron,Tinh le,Kinh,Nghe nhac,27,Nam,Khong chung chi,C,C,Dai hoc,Gioi,VNU,Lap trinh vien,1,PHP,Nhan vien,1.0,None,25,C,8,4.0,4.2,8167,FSI_8168,0,5,1,0,0,70,2,3,2,24/01/2020 ,1,5,15/07/2020 ,part time,chua co gia dinh,2,150,70,khong bi benh,co,co,xe may
8168,8168,FSI_8168,Luna,Tinh le,Kinh,Gym,21,Nam,Tieng anh toiec,B,B,Dai hoc,Gioi,HUST,Lap trinh vien,2,Android,Nhan vien,1.0,None,25,A,1,6.0,6.3,8168,FSI_8169,0,1,2,3,2,70,0,2,1,20/05/2020 ,5,3,20/04/2020 ,part time,co gia dinh,1,165,60,khong bi benh,khong,khong,xe may
8169,8169,FSI_8169,Ngoc,Tinh le,Kinh,xem phim,26,Nam,Khong chung chi,C,D,Cao dang,Gioi,HAUI,Tu van ban hang,4,None,Nhan vien,1.0,None,15,A,0,9.0,9.45,8169,FSI_8170,2,5,5,1,1,70,3,5,1,28/06/2020 ,0,1,19/02/2020 ,full time,co gia dinh,3,170,60,khong bi benh,khong,co,bus
8170,8170,FSI_8170,Ngoc,Tinh le,Kinh,Nghe nhac,38,Nam,Tieng anh toiec,C,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,15,NLP,Truong phong,4.0,None,25,A,9,96.0,100.8,8170,FSI_8171,0,1,1,5,5,80,2,5,3,01/10/2019 ,1,1,11/12/2019 ,full time,chua co gia dinh,2,175,40,dang bi benh,khong,co,bus
8171,8171,FSI_8171,Long,Tinh le,Kinh,Da bong,20,Nam,Tieng Nga,A,D,Thac si,kha,TLU,BA,1,None,Nhan vien,1.0,None,25,A,1,17.0,17.85,8171,FSI_8172,1,2,5,3,0,100,0,1,3,24/02/2020 ,3,1,28/09/2019 ,nghi phep,chua co gia dinh,1,180,50,dang bi benh,khong,co,oto
8172,8172,FSI_8172,Ngoc,Tinh le,Kinh,xem phim,44,Nam,Khong chung chi,D,B,Dai hoc,Gioi,EPU,Ky su R&D,7,Computer vision,Nhan vien,1.0,None,25,B,4,9.0,9.45,8172,FSI_8173,1,3,2,0,1,100,0,2,1,20/06/2020 ,5,0,05/01/2020 ,nghi phep,co gia dinh,2,160,70,dang bi benh,co,co,xe may
8173,8173,FSI_8173,Nam,Tinh le,Mong,xem phim,26,Nu,Khong chung chi,A,B,Cao dang,kha,HNUE,Ky su R&D,4,Data Science,Nhan vien,1.0,None,25,A,1,17.0,17.85,8173,FSI_8174,2,0,4,4,4,80,4,0,1,02/05/2020 ,3,4,29/02/2020 ,full time,co gia dinh,1,180,50,dang bi benh,co,khong,oto
8174,8174,FSI_8174,Ngoc,Tinh le,Kinh,Gym,41,Nu,Tieng anh ielts,D,D,Cao dang,Gioi,VNU,Ke toan,2,None,Teamlead,1.5,None,15,B,0,19.5,20.475,8174,FSI_8175,0,1,2,2,5,100,0,0,1,02/03/2020 ,2,3,09/09/2019 ,part time,co gia dinh,2,175,40,khong bi benh,khong,co,xe may
8175,8175,FSI_8175,Luna,Tinh le,Kinh,Gym,21,Nam,Khong chung chi,B,D,Cao dang,Gioi,UTC,PM,0,None,Nhan vien,1.0,None,30,A,0,13.0,13.65,8175,FSI_8176,0,5,4,0,0,100,1,1,1,27/02/2020 ,2,0,21/09/2019 ,nghi phep,co gia dinh,2,150,60,dang bi benh,co,co,bus
8176,8176,FSI_8176,Ron,Tinh le,Kinh,Yoga,37,Nu,Tieng anh toiec,A,D,Dai hoc,Gioi,HAUI,Xu ly data,7,None,Nhan vien,1.0,None,15,A,9,6.0,6.3,8176,FSI_8177,2,0,2,0,3,100,1,5,1,25/02/2020 ,2,1,14/08/2020 ,part time,co gia dinh,0,165,60,khong bi benh,co,khong,xe may
8177,8177,FSI_8177,Long,Tinh le,Ede,Cau long,23,Nu,Tieng Nhat,C,C,Dai hoc,Trung binh,TLU,Lap trinh vien,1,PHP,Nhan vien,1.0,None,25,C,4,10.0,10.5,8177,FSI_8178,1,3,4,3,4,100,4,3,2,06/03/2020 ,5,0,12/11/2019 ,part time,chua co gia dinh,2,170,60,dang bi benh,co,co,bus
8178,8178,FSI_8178,Ron,Ha Noi,Kinh,xem phim,32,Nu,Khong chung chi,D,A,Cao dang,Trung binh,UTC,Lap trinh vien,10,Java,Nhan vien,1.0,None,25,C,1,7.0,7.35,8178,FSI_8179,1,1,2,2,0,90,5,3,3,01/10/2019 ,0,2,14/12/2019 ,full time,co gia dinh,2,175,50,dang bi benh,co,co,bus
8179,8179,FSI_8179,Lan,Tinh le,Kinh,Yoga,20,Nu,Tieng anh ielts,A,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,1,C++,Nhan vien,1.0,Oympic toan,25,D,0,5.0,5.25,8179,FSI_8180,0,3,4,0,1,80,0,1,2,01/12/2019 ,0,0,25/11/2019 ,nghi phep,chua co gia dinh,0,160,40,dang bi benh,co,khong,oto
8180,8180,FSI_8180,Luna,Tinh le,Kinh,Cau ca,30,Nam,Tieng anh toiec,D,B,Dai hoc,kha,HUST,Lap trinh vien,3,Ruby,Nhan vien,1.0,None,25,B,6,14.0,14.7,8180,FSI_8181,2,2,1,2,4,70,4,1,1,10/02/2020 ,5,1,18/04/2020 ,part time,co gia dinh,2,175,60,dang bi benh,co,khong,xe may
8181,8181,FSI_8181,Nam,Tinh le,Kinh,Cau long,32,Nu,Khong chung chi,D,B,Dai hoc,kha,HUST,Lap trinh vien,9,.NET,Nhan vien,1.0,Khoa hoc sang tao,25,A,10,11.0,11.55,8181,FSI_8182,1,2,3,0,0,90,0,2,2,23/06/2020 ,0,0,15/05/2020 ,nghi phep,chua co gia dinh,2,150,60,khong bi benh,khong,khong,bus
8182,8182,FSI_8182,Ngoc,Tinh le,Cham,Cau long,20,Nu,Khong chung chi,B,B,Dai hoc,Xuat sac,USTH,Ky su R&D,1,Tools,Nhan vien,1.0,None,25,A,1,7.0,7.35,8182,FSI_8183,3,1,1,3,0,80,3,1,3,22/06/2020 ,1,0,11/04/2020 ,full time,co gia dinh,0,170,70,dang bi benh,co,co,bus
8183,8183,FSI_8183,Ngoc,Tinh le,Kinh,Yoga,23,Nam,Khong chung chi,A,A,Cao dang,Trung binh,TLU,Lap trinh vien,0,ios,Nhan vien,1.0,None,25,A,0,15.0,15.75,8183,FSI_8184,0,5,3,5,4,100,4,2,2,18/02/2020 ,0,0,04/10/2019 ,full time,co gia dinh,3,165,40,khong bi benh,khong,co,xe may
8184,8184,FSI_8184,Hermione,Tinh le,Kinh,Yoga,31,Nu,Tieng Nga,A,B,Cao dang,Xuat sac,EPU,Lap trinh vien,10,.NET,Nhan vien,1.0,None,25,B,0,21.0,22.05,8184,FSI_8185,4,0,5,4,5,90,2,1,1,13/07/2020 ,3,1,15/02/2020 ,part time,chua co gia dinh,1,150,70,dang bi benh,khong,khong,bus
8185,8185,FSI_8185,Hermione,Tinh le,Kinh,Cau long,48,Nam,Khong chung chi,B,B,Cao dang,Trung binh,EPU,Ky su R&D,5,Tools,Nhan vien,1.0,olympic tin,25,A,9,4.0,4.2,8185,FSI_8186,3,1,5,1,0,100,2,1,1,05/12/2019 ,3,2,05/11/2019 ,nghi phep,co gia dinh,0,165,40,khong bi benh,khong,khong,bus
8186,8186,FSI_8186,Ngoc,Tinh le,Kinh,Nghe nhac,33,Nam,Tieng anh toiec,C,C,Dai hoc,Trung binh,HUST,Lap trinh vien,8,PHP,Nhan vien,1.0,None,25,B,5,20.0,21.0,8186,FSI_8187,0,2,5,3,1,70,2,1,1,11/06/2020 ,0,3,23/03/2020 ,nghi phep,chua co gia dinh,1,170,50,dang bi benh,co,co,oto
8187,8187,FSI_8187,Long,Tinh le,Kinh,Yoga,19,Nu,Khong chung chi,C,B,Cao dang,kha,UTC,Ky su R&D,0,Computer vision,Nhan vien,1.0,None,25,A,1,22.0,23.1,8187,FSI_8188,0,5,1,4,0,70,5,4,1,24/11/2019 ,0,3,19/06/2020 ,full time,co gia dinh,2,170,50,dang bi benh,khong,co,bus
